dataPublicada,autor_anonimo,texto,sentimento,tipoInteracao
2022-09-27 17:50:00,4623,"Dia em reunião na btgpactual ! O maior Banco de Investimentos da América Latina!   Para mim, o sentimento desse dia é FELICIDADE!  E entender que Deus nos deixou a maior lição em Mateus 7.7!  Qual será a próxima porta aberta?",NEUTRAL,marcação
2022-09-27 18:05:00,4624,Uma história que traz expiração...,NEGATIVE,comentário
2022-09-27 18:01:00,4625,"As lições para a riqueza podem ser aprendidas em casa, mas não apenas nela. Pode haver outros mentores. Um tio, um professor ou pode haver um LIVRO.  O ofelipe_miranda escreveu esse livro com uma filosofia sensacional, sobre investimentos, a vida e o cotidiano em geral. Escreveu como um presente para seus filhos.  Ele é fundador da empiricus e sócio da btgpactual.  Depois de ler trarei a resenha sobre essa obra, recebida com muito carinho!",POSITIVE,marcação
2022-09-27 18:23:00,4626,"Dicas aqui na legenda:  Para você que está começando e não tem uma corretora ainda aqui vai algumas opções:  clearcorretora  ricocomvc  xpinvestimentos btgpactual bancointer  nubank  Você pode criar conta em todas elas, e não precisará pagar nada por isso, e assim escolher a que você mais se identifica.  Eu uso três, cada uma para um propósito diferente.  Não deixe de compartilhar esse vídeo com aquela pessoa que vocé sabe que quer começar a investir.  E se tiver alguma dúvida deixe nos comentários.  #investir #investidor #investidoriniciante #investidorinteligente #investimento #investimentosfinanceiros #investimentosinteligentes #comecarinvestir #corretoradevalores #xpinvestimentos #rico #clearinvestimentos #finançaspessoais #finanças #comportamentofinanceiro #inteligenciafinanceira #liberdadefinanceira",POSITIVE,marcação
2022-09-27 18:18:00,1213,"Entre 19 e 23 de setembro, houve estreias de 31 fundos de 20 gestoras diferentes nas plataformas.  As plataformas com mais lançamentos nas suas prateleiras foram:  1. bancointer 2. guideinvestimentos 3. btgpactual , mycapinvestimentos e ricocomvc  Os lançamentos foram pulverizados, mas as gestoras com maior quantidade de novos fundos na plataforma foram:  🏆icatuvanguarda 🏆bradesco.asset 🏆Schroder Investment  Só na Quantum você tem esse mapamento completo!  #quantumfinance #plataformasdigitais #investidorinteligente",POSITIVE,marcação
2022-09-27 18:40:00,3272,Chegando a hora... 💪,NEUTRAL,comentário
2022-09-27 18:33:00,4149,"“Meu dinheiro, minhas regras!”  Na última quinta-feira, tive o prazer de reunir um grupo de super mulheres na renovainvest , para falarmos sobre planejamento financeiro, mudanças de mindset, crenças limitantes sobre o dinheiro e empoderar umas as as outras.  Criamos um ambiente seguro e acolhedor, para troca de experiências, conhecimentos, network. Espero que cada uma tenha saído mais forte, mais confiante e mais ainda no controle, pois “who run the world? GIRLS!”  Foi o primeiro de vários encontros e a maior mensagem a ser passada é: empodere as suas amigas, indique-as como profissionais, engrandeça o que a outra mulher faz, repita toda hora o quão f*d@ nós somos. Pegue na mão, levante, exalte!  Sejamos nós as responsáveis pelo sucesso de cada uma ao nosso redor 💖  Um agradecimento especial para as minhas sócias as_camilas ferosseto carla_cris_fran cely_a_romero raphafakri e todas as mulheres Renova, pela nossa batalha diária em busca do “sonho grande”.  #renovainvest #btgpactual",POSITIVE,marcação
2022-09-27 18:30:00,4627,😯👏👏👏👏👏,NEUTRAL,comentário
2022-09-27 19:08:00,2377,"Eu realmente aprecio seu esforço, com o pequeno investimento de $ 1.000 com alegria em cima de mim depois de retirar $ 10.000 e outros $ 20.000.  @_marcia_fx",POSITIVE,comentário
2022-09-27 19:40:00,3609,🥱,NEUTRAL,comentário
2022-09-27 19:36:00,3602,"A Ali, fintech de crédito consignado privado, confirmou hoje um investimento realizado pelo boostLAB, hub de negócios para empresas tech do BTG Pactual. A notícia foi antecipada pelo Finsiders na última sexta-feira (23).  Link na bio!  📸 Foto: Pixabay  📲 Os principais empreendedores, investidores e executivos do setor leem. Junte-se a eles, assine nossa newsletter!  #Finsiders #fintechs #captação #aporte #crédito #consignado",POSITIVE,marcação
2022-09-27 19:56:00,4628,bancopan btgpactual  o banco digital que mais cresce no país.,NEUTRAL,marcação
2022-09-27 20:10:00,1972,"#Repost btgpactual with get.repost ・・・ Como explorar as possibilidades no agronegócio?  Faça a sua inscrição para a 3ª edição do AgroForum e participe do evento que irá abordar o crescimento sustentável do agronegócio no Brasil, o mercado de capitais e o agro, 5G no agronegócio e muito mais.  O evento é online e gratuito. Acesse o link dos stories e garanta a sua vaga.",NEUTRAL,marcação
2022-09-27 20:01:00,4629,Boas opções para você utilizar na formação da sua reserva de emergência. ✅  #reels #viral #explorar #explore #educação #educacaofinanceira #bancointer #btg,POSITIVE,marcação
2022-09-27 20:20:00,1972,"#Repost btgpactual with get.repost ・・・ Últimos dias para se inscrever no AgroForum 2022.  Os nomes mais relevantes do mercado e representantes governamentais estarão reunidos em uma agenda que irá explorar toda a potência do setor e acelerar as transformações no agronegócio.  Garanta a sua vaga. Para participar da 3ª edição do AgroForum, basta fazer a inscrição gratuita pelo site www.agroforum.live",NEUTRAL,marcação
2022-09-27 20:18:00,1972,"#Repost btgpactual with get.repost ・・・ As inscrições para participar do AgroForum 2022 continuam. Você já fez a sua?  Essa é uma ótima oportunidade para ficar por dentro das principais informações do setor agro e começar a investir com segurança.   Serão horas de conteúdo exclusivo com as maiores referências do mercado. Aproveite.  Para participar, é só se inscrever no www.agroforum.live. O evento é online e 100% gratuito.",POSITIVE,marcação
2022-09-27 20:16:00,1972,#Repost btgpactual with get.repost ・・・ Você já se inscreveu para participar do AgroForum 2022?  Nosso evento tem como objetivo mostrar para investidores e empresários todas as oportunidades do agronegócio e debater sobre as tendências e inovações do setor.  O evento é online e gratuito e as inscrições podem ser feitas em www.agroforum.live,NEUTRAL,marcação
2022-09-27 21:49:00,3560,Jesus,NEUTRAL,comentário
2022-09-27 22:37:00,2175,🤦🏽‍♀️estou começando a ficar preocupada com os meus investimentos no BTG,NEGATIVE,comentário
2022-09-27 23:26:00,4565,@btgpactual é muito lamentável...,NEGATIVE,comentário
2022-09-28 00:28:00,1724,mamateiro.,NEUTRAL,comentário
2022-09-28 09:11:00,2674,"O Baja Portalegre 500, que será realizada em Portugal acontece entre os dias 27 e 29 de outubro e o guigaspinellipiloto já está realizando os primeiros treinos!   Confira como estão sendo os primeiros testes com a Triton Sport Racing.   Sigam os perfis: btgpactual, mitsubishimotorsbr, fairfax.brasil, dacar_motorsport e mracing_portugal.  #spinelliracing #rally #triton #bajaportalegre500",NEUTRAL,marcação
2022-09-28 10:11:00,4603,"As eleições estão chegando e nós queremos saber: você sabe o que pensa o eleitor brasileiro? 👀  Para entender o cenário, toda semana, divulgamos uma nova rodada do estudo que desenvolvemos para o banco btgpactual sobre as eleições de 2022.  Em cada etapa entrevistamos cerca de 2 mil brasileiros via telefone, com margem de erro de 2pp e intervalo de confiança de 95%.  Assista ao vídeo e confira alguns dos temas abordados no estudo. Quer saber mais? Acesse https://fsbpesquisa.com.br/ e baixe o material completo.  *Todas as pesquisas estão registradas no Tribunal Superior Eleitoral.  #SomosGrupoFSB #FSBPesquisa #Dados #Política #Voto",NEUTRAL,marcação
2022-09-28 10:58:00,3810,"#Repost forevercapitalbr with let.repost  • • • • • • Nesse ano nós fomos premiados pelo btgpactual como um dos escritórios com maior Alinhamento a Cultura do banco.   O BTG Pactual tem entre seus valores, a visão de longo prazo, o foco no cliente, o partnership, a meritocracia e outros.   Isso mostra o quanto somos comprometidos com nosso trabalho e o quanto estamos em sinergia com o maior banco de investimentos da América Latina!   #ForeverCapital #BTG #empreendedorismo #mercadofinanceiro",POSITIVE,marcação
2022-09-28 10:55:00,4630,"Muitas pessoas acreditam que investir é um processo burocrático, inacessível e apenas para quem dispõe de muito dinheiro pra começar. Tá aí uma mentira! 🙅🏻🫠  A verdade é que você não precisa começar com um valor alto. Com cerca de R$ 50,00 você inicia as suas operações no mercado financeiro e com estudos você vai aperfeiçoando o seu modo de operar, existem diversos canais no YouTube que te darão o suporte necessário… tire alguns minutos do seu dia para estudar! 💪🤓  O tempo é o seu maior aliado nos investimentos, ele potencializa os seus ganhos e quanto antes você começar… mais rápido você vai atingir os seus objetivos! 🌱  #investidor #investimentos #bolsadevalores #mercadofinanceiro #opções #fundosimobiliarios #ações #financeiro #poupanca #poupar #corretoradeinvestimentos",NEGATIVE,marcação
2022-09-28 11:29:00,4631,Que horário será ministrado?,NEUTRAL,comentário
2022-09-28 11:34:00,4514,Foi um ano fantástico para mim desde que comecei a negociar criptomoedas com @jill.diaz.trade e obrigado a dose que sempre a marca aqui nesta página,POSITIVE,comentário
2022-09-28 11:56:00,4178,"“Eu tinha o CEA em 2016 e nunca tinha visto uma assessoria de investimentos.”  É o sonho de muita gente hoje, trabalhar com investimentos, mas o que pouca gente sabe é como chegar lá.  Nesse episódio do Madrugacast, o diegojveiga conta como foi sua trajetória da agência pequena do Bradesco em Borborema-SP, até ser especialista em investimentos hoje, no btgpactual.",POSITIVE,marcação
2022-09-28 12:07:00,4632,Evento incrível que reuniu grandes nomes do empreendendorismo brasileiro,POSITIVE,marcação
2022-09-28 12:02:00,867,"#Repost btgpactual with use.repost ・・・ Últimos dias para se inscrever no AgroForum 2022.  Os nomes mais relevantes do mercado e representantes governamentais estarão reunidos em uma agenda que irá explorar toda a potência do setor e acelerar as transformações no agronegócio.  Garanta a sua vaga. Para participar da 3ª edição do AgroForum, basta fazer a inscrição gratuita pelo link dos stories.",NEUTRAL,marcação
2022-09-28 13:35:00,4633,É o Google que está no prédio do @btgpactual 🤣🤣🤣,NEUTRAL,comentário
2022-09-28 13:55:00,3334,"Desculpe você está enganado, o @btgpactual  aluga um andar o @google !!! Porque vocês acham que a empresa que tem o buscador escolheu o prédio atual? Porque é um prédio lindo !!",NEGATIVE,comentário
2022-09-28 14:43:00,117,"Compartilho com vocês a análise feita pelo time de Macro & Estratégia do btgpactual.   Em setembro, o IPCA-15 apresentou deflação de -0,37% m/m, próximo do limite inferior das expectativas do mercado e registrando melhora na composição.  A aceleração no índice com relação ao dado registrado em agosto (0,73% m/m) foi catalisada por uma dissipação dos impactos da redução dos impostos federais e estaduais sobre os preços de Combustíveis e Energia elétrica. O primeiro ainda registrou deflação relevante (-9,47% m/m), decorrente dos reajustes baixistas no preço da gasolina.  Além disso, observamos uma aceleração nos preços de Vestuário, Saúde e Cuidados Pessoais e Tarifas Aéreas.    Na ponta baixista, o segmento de Alimentação no Domicílio foi responsável por parte da surpresa no mês, registrando deflação de -0,47% m/m. Adicionalmente, o grupo de Comunicação recuou -2,47% m/m, influenciado pelo repasse dos cortes de ICMS sobre telecomunicações.  A médias dos núcleos arrefeceu para 0,46% m/m, registrando o quarto arrefecimento consecutivo e beneficiado pela queda em Serviços (menores pressões a partir de Alimentação fora do domicílio). A difusão recuou de 65,12% para 59,95%.  E para frente?  Para o IPCA cheio de setembro esperamos o terceiro mês consecutivo de deflação, -0,34% m/m, com desaceleração observado em Leites e Derivados e repasse dos cortes de ICMS sobre telecomunicações.  No balanço de riscos, observamos riscos altistas e baixistas para o curto prazo. Na esfera altista, ",NEUTRAL,marcação
2022-09-28 14:35:00,3364,"Quero te convidar a fazer parte do time, basta clicar no link na minha bio e se cadastrar 💪  btgpactual",POSITIVE,marcação
2022-09-28 14:59:00,117,"Compartilho com vocês a análise feita pelo time de Macro & Estratégia do btgpactual.   Em setembro, o IPCA-15 apresentou deflação de -0,37% m/m, próximo do limite inferior das expectativas do mercado e registrando melhora na composição.  A aceleração no índice com relação ao dado registrado em agosto (0,73% m/m) foi catalisada por uma dissipação dos impactos da redução dos impostos federais e estaduais sobre os preços de Combustíveis e Energia elétrica. O primeiro ainda registrou deflação relevante (-9,47% m/m), decorrente dos reajustes baixistas no preço da gasolina.  Além disso, observamos uma aceleração nos preços de Vestuário, Saúde e Cuidados Pessoais e Tarifas Aéreas.    Na ponta baixista, o segmento de Alimentação no Domicílio foi responsável por parte da surpresa no mês, registrando deflação de -0,47% m/m. Adicionalmente, o grupo de Comunicação recuou -2,47% m/m, influenciado pelo repasse dos cortes de ICMS sobre telecomunicações.  A médias dos núcleos arrefeceu para 0,46% m/m, registrando o quarto arrefecimento consecutivo e beneficiado pela queda em Serviços (menores pressões a partir de Alimentação fora do domicílio). A difusão recuou de 65,12% para 59,95%.  E para frente?  Para o IPCA cheio de setembro esperamos o terceiro mês consecutivo de deflação, -0,34% m/m, com desaceleração observado em Leites e Derivados e repasse dos cortes de ICMS sobre telecomunicações.  No balanço de riscos, observamos riscos altistas e baixistas para o curto prazo. Na esfera altista, ",NEUTRAL,marcação
2022-09-28 14:55:00,4634,@btgpactual @guipelegrini,NEUTRAL,comentário
2022-09-28 14:51:00,4635,@btgpactual 🙌❤️,NEUTRAL,comentário
2022-09-28 14:47:00,4636,@btgpactual é verdade esse bilhete?,NEUTRAL,comentário
2022-09-28 15:30:00,697,"(link na bio) Últimos dias para se inscrever no AgroForum 2022.  Os nomes mais relevantes do mercado e representantes governamentais estarão reunidos em uma agenda que irá explorar toda a potência do setor e acelerar as transformações no agronegócio.  Garanta a sua vaga. Para participar da 3ª edição do AgroForum, basta fazer a inscrição gratuita pelo link: https://lnkd.in/dAi_CSUm  🖥 www.amgcapital.com.br 📧 E-mail: contato@amgcapital.com.br  Credenciados a btgpactual  ☎ Telefones: São Paulo (11) 3077 4600 Porto Alegre (51) 3557 1880 Florianópolis (48) 3371 4611  ‼ DISCLAIMER: Este post é de caráter informativo e não constitui uma oferta de compra ou de venda de ativos financeiros.  #AMGCapital #btgpactual #Investimentos #Ações #FIIs #TesouroDireto #LCI #LCA #CDB #ETFs #Debêntures #IR #economia #ibovespa #educaçãofinanceira",NEUTRAL,marcação
2022-09-28 15:50:00,376,"Quer visualizar o saldo de todas as suas contas bancárias em um só lugar? Temos uma solução para te ajudar.  Quando você compartilha os seus dados de outras instituições pelo Open Finance, o aplicativo BIC um Banking gera uma visão global que soma todos os seus saldos de todas as suas contas. Uma função prática e facilita a sua vida financeira do dia a dia.  Confira no vídeo o passo a passo e aproveite o jeito BTG de ser Open.  Repost: btgpactual",POSITIVE,marcação
2022-09-28 16:13:00,4637,"Amanhã, às 08h45, participo da 3ª edição do AgroForum, promovido pela btgpactual. Na oportunidade, estarei presente no painel “O mercado de capitais e o agro”.   Muito feliz pelo convite e oportunidade de falar nesse evento que irá abordar o crescimento sustentável do agronegócio no Brasil e o mercado de capitais e o agro.  O evento é online e gratuito. Acesse o link dos stories e garanta a sua vaga.  #boasafra #agroforum #mercadodecapitais #agro #soja3",POSITIVE,marcação
2022-09-28 16:07:00,4638,Quem tem conta na @btgpactual ?! Indica?! Tô querendo sair da XP.,NEGATIVE,comentário
2022-09-28 16:15:00,4639,"Trabalho top 👏🏼👏🏼 Quando iram lançar a @rdne_offcial?? Cripto top e uma comunidade gigante, líder de votos no https://coinlaunch.live/coin/0xf63467Eee0E0ad6067DA9D681A7dFBbb36CDE736/ 📊🚀🚀",POSITIVE,comentário
2022-09-28 16:45:00,4640,@btgpactual @miarauujo,NEUTRAL,comentário
2022-09-28 17:25:00,452,@enneas.n se puder me envie uma mensagem com seus dados para te ajudarmos.,NEUTRAL,resposta
2022-09-28 17:24:00,102,"#Repost alvarosfrasson with use.repost ・・・ Compartilho com vocês a análise feita pelo time de Macro & Estratégia do btgpactual.   Em setembro, o IPCA-15 apresentou deflação de -0,37% m/m, próximo do limite inferior das expectativas do mercado e registrando melhora na composição.  A aceleração no índice com relação ao dado registrado em agosto (0,73% m/m) foi catalisada por uma dissipação dos impactos da redução dos impostos federais e estaduais sobre os preços de Combustíveis e Energia elétrica. O primeiro ainda registrou deflação relevante (-9,47% m/m), decorrente dos reajustes baixistas no preço da gasolina.  Além disso, observamos uma aceleração nos preços de Vestuário, Saúde e Cuidados Pessoais e Tarifas Aéreas.    Na ponta baixista, o segmento de Alimentação no Domicílio foi responsável por parte da surpresa no mês, registrando deflação de -0,47% m/m. Adicionalmente, o grupo de Comunicação recuou -2,47% m/m, influenciado pelo repasse dos cortes de ICMS sobre telecomunicações.  A médias dos núcleos arrefeceu para 0,46% m/m, registrando o quarto arrefecimento consecutivo e beneficiado pela queda em Serviços (menores pressões a partir de Alimentação fora do domicílio). A difusão recuou de 65,12% para 59,95%.  E para frente?  Para o IPCA cheio de setembro esperamos o terceiro mês consecutivo de deflação, -0,34% m/m, com desaceleração observado em Leites e Derivados e repasse dos cortes de ICMS sobre telecomunicações.  No balanço de riscos, observamos riscos altistas e baixis",NEUTRAL,marcação
2022-09-28 17:34:00,4641,Meu MINISTRO FAVORITO @fabiofaria.br 👏👏👏👏🇧🇷🇧🇷🇧🇷🔥🔥🔥🔥❤️❤️❤️,POSITIVE,comentário
2022-09-28 17:33:00,4642,👏👏👏👏👏,NEUTRAL,comentário
2022-09-28 17:30:00,4580,"A história do Banco BTG Pactual!   No PrimoCast de hoje, vamos favamos conversar com Marcelo Flora, e entender um pouco mais da história do terceiro maior banco privado do Brasil, e que, possui mais de 1 trilhão de reais dos seus clientes sob gestão!   Além da história do banco que foi fundado em 1983, vamos falar sobre como foi passar pela grande crise financeira de 2008 que foi devastadora não só para o Brasil, mas para o mundo inteiro.  Esse é um episódio sobre finanças, negócios e de uma certa forma, a situação macroeconômica do mundo durante a crise de 2008.   O papo com o Flora do BTG foi demais, o cenário é diferente, mas o conteúdo está incrível, você não pode perder. 🍎  A HISTÓRIA DO BANCO BTG - O banco que possui R$1 TRILHÃO sob gestão (Marcelo Flora) | PrimoCast 212  CONCURSO CULTURAL Para ganhar um kit BTG incrível: - Comenta um insight bacana! :  - Segue a nossa galera  - Marca um amigo.  Quer aumentar suar chances de ganhar? Deixa um (ou mais) insight bacana!   Host: Thiago Nigro thiago.nigro   Convidado: Marcelo Flora marcelo.flora  Time do Primo: Kaique  kaique.editor e Lucão lucaszafraa  #Oprimorico#thiagonigro#primocast#reels#podcast",NEUTRAL,marcação
2022-09-28 17:50:00,4643,👏👏👏,NEUTRAL,comentário
2022-09-28 18:06:00,4136,Como fica o planejamento financeiro quando chegam os filhos e suas despesas?  A produtora de conteúdo ribeiro_isadora e a editora de moda da ELLE suyane_ynaya são as convidadas de Victoria Giroto (aka InvistaComoUmaGarota) para essa conversa importante. No segundo episódio do podcast #MoneyStories você vai descobrir como elas se prepararam (ou se viraram!) para viver a maternidade em realidades diferentes. Ouça completo na sua plataforma de streaming preferida. #publicidade,NEUTRAL,marcação
2022-09-28 18:02:00,4331,Resumo o GIRO BUSINESS da seguinte forma... Uma grande fonte de network e conhecimento... Um gerador de oportunidades e negócios... Uma oportunidade para perguntar e aprender... o que faz dele o “melhor programa de negócios da TV e de rádio”!! De 2a a 6a feira na TV e rádio BandNews! bandtv radiobandnewsfm girobusiness girobusinessagro serasa_experian movidaalugueldecarros tokiomarinehall btgpactual accenturebrasil,POSITIVE,marcação
2022-09-28 18:17:00,4644,@btgpactual hahahaha,NEUTRAL,comentário
2022-09-28 18:41:00,82,"Já está no ar a minha participação no episódio #212 do primocast! Dessa vez, diretamente dos estúdios do btgpactual, no coração da Faria Lima.  Além de contar um pouco da história do terceiro maior banco privado do Brasil, com 1 trilhão de reais sob gestão, eu ainda tive a oportunidade de falar sobre a crise financeira de 2008 e trazer um panorama geral do atual cenário macroeconômico.    Obrigado pelo convite, thiago.nigro, kaique.editor e lucaszafraa. Foi uma honra conversar com vocês!  Para conferir o bate-papo, é só acessar o link nos meus stories.",POSITIVE,marcação
2022-09-28 18:32:00,4645,"Super indico,  uso ela e não tenho o que falar até o momento... Só quero o crédito né @btgpactual 😁😁",POSITIVE,resposta
2022-09-28 18:51:00,4646,"Boa noite, pessoal. Post pra vocês salvarem.   Essa carteira é uma recomendação do btgpactual, inclusive na página deles tem vários relatórios e carteiras recomendadas, e o melhor de tudo GRÁTIS. Vale a pena da uma olhada.  E aí, já investe em algum desses?   #btg #btgpactual #dividendos #invest",POSITIVE,marcação
2022-09-28 18:45:00,4647,Não sei se o aplicativo está ruim porém transferir um valor para lá e depois tentei investir não conseguir e dava erro. Até agora o dinheiro está lá e não consigo transferir para outra conta minha. Então não indico pois prefiro a xp,NEGATIVE,resposta
2022-09-28 19:29:00,4648,@btgpactual e o BTG curtiu hahahaahaha,NEUTRAL,comentário
2022-09-28 19:28:00,4649,@giovanna_p82,NEUTRAL,comentário
2022-09-28 19:27:00,4650,👀💎,NEUTRAL,comentário
2022-09-28 19:42:00,4651,Esse André Esteves está preocupado somente com seus negócios. @btgpactual mais um C4N4LHA,NEGATIVE,comentário
2022-09-28 19:33:00,4652,"Acordar todos os dias para ver minhas notificações bem-sucedidas de retirada no meu e-mail é a melhor coisa que eu já desejei para mim, você pode entrar em contato com ela @earn_with_victoria_crypo",POSITIVE,comentário
2022-09-28 19:32:00,4647,@btgpactual obrigado! Pelo retorno e pela atenção.,POSITIVE,resposta
2022-09-28 19:57:00,4653,👏👏,NEUTRAL,comentário
2022-09-28 19:55:00,1353,🙏🙏🙏🍀🍀🍀🍀🍀✅️✅️✅️💟🌹🌹🌹❤️❤️👏👏👏😻😻😻😻🍀🍀🍀🍀,NEUTRAL,comentário
2022-09-28 20:12:00,4654,Nunca é tarde para começar  fazendo marcas benéficas.  tão feliz  assumir riscos resultou positivamente  Estou feliz com o meu encontro com  @invest_with_dolista_,POSITIVE,comentário
2022-09-28 20:41:00,4655,💙💙💙💙💙,NEUTRAL,comentário
2022-09-28 21:00:00,4656,👏👏👏👏👏👏👏👏,NEUTRAL,comentário
2022-09-28 20:57:00,4657,"Um pouquinho da nossa tarde de gravação sobre um fundo de investimento do btgpactual 🎥 📈🚀 Que inclusive já está no invight.me  Aaaah, aproveite para baixar o app para ver esse e mais diversos conteúdos relevantes e fique por dentro de tudo que acontece no mercado !",POSITIVE,marcação
2022-09-28 20:54:00,4638,@deivide.sfc obrigada pela ajuda,NEUTRAL,resposta
2022-09-28 20:54:00,4638,@neilsonprazeres obrigada pela ajuda,NEUTRAL,resposta
2022-09-28 21:28:00,4514,Foi um ano fantástico para mim desde que comecei a negociar criptomoedas com @jill.diaz.trade e obrigado a dose que sempre a marca aqui nesta página,POSITIVE,comentário
2022-09-28 21:27:00,4658,👏👏👏👏👏👏👏,NEUTRAL,comentário
2022-09-28 21:17:00,4659,Queria trabalhar no @btgpactual e alguém me fazer essa pergunta 😂😂😂,NEUTRAL,comentário
2022-09-28 21:59:00,4111,"@btgpactual banco petista tô fora, colocar meu dinheiro nesse banco.",NEGATIVE,resposta
2022-09-28 21:59:00,4111,Banco petista tô fora,NEGATIVE,comentário
2022-09-28 22:04:00,4660,@btgpactual 😂😂😂😂😂😂,NEUTRAL,comentário
2022-09-28 23:05:00,4661,@btgpactual “O Google eh do oitavo pra baixo”,NEGATIVE,comentário
2022-09-28 23:27:00,2443,👏👏👏👏👏👏👏👏👏❤️😍,NEUTRAL,comentário
2022-09-28 23:15:00,4662,Linda e inteligente!!! 👏👏,POSITIVE,comentário
2022-09-29 00:29:00,4663,@btgpactual haahhaha sensacional,POSITIVE,comentário
2022-09-29 00:21:00,4664,Ganhei mais de $ 21.900 e ainda estão chegando mais .. tudo graças a você e seu tempo e por sua confiança e honestidade @earn_with_victoria_crypo,POSITIVE,comentário
2022-09-29 00:59:00,4665,Eu realmente aprecio todos os seus esforços com o pequeno investimento de $ 500 com alegria em cima de mim depois de retirar $ 6.410 e com a ajuda de @earn_with_victoria_crypo,POSITIVE,comentário
2022-09-29 01:06:00,4666,Mint Agora! 🙌 #Nfts #nft #nftart #cryptoart #nftartist #nftcollector #nftcommunity #digitalart #art #crypto #ethereum #cryptoartist #nftcollectors #blockchain #opensea #bitcoin #nftdrop #artoftheday #cryptocurrency #nftcollectibles #artist #nftartists #raredigitalart #artwork #design #nftartgallery #contemporaryart #eth #digitalillustration #nftcollection,NEUTRAL,marcação
2022-09-29 01:25:00,4667,Retiradas bem-sucedidas só podem ser alcançadas quando você tem um gerente confiável como @earn_with_victoria_crypo,POSITIVE,comentário
2022-09-29 02:59:00,4668,Glória a Deus eu te conheci  (lírio) você é uma grande mulher e uma vida  trocador e você é 100% fiel ao seu  palavra obrigado por me ajudar  @lily_andrew_fx,POSITIVE,comentário
2022-09-29 04:45:00,4669,😍😍😍😍❤️❤️❤️,NEUTRAL,comentário
2022-09-29 04:44:00,4670,@brunomarracarvalho,NEUTRAL,comentário
2022-09-29 07:55:00,697,"(link na bio) Hoje você tem um encontro marcado com os maiores representantes de agro do país para explorar toda a potência do setor que movimenta mais de R$ 1 trilhão ao ano.  Para ter acesso ao site em que acontecerão as transmissões ao vivo, basta acessar o link na nossa bio e realizar a sua inscrição.  >>LINK: https://lnkd.in/dAi_CSUm  Bom evento.  🖥 www.amgcapital.com.br 📧 E-mail: contato@amgcapital.com.br  Credenciados a btgpactual  ☎ Telefones: São Paulo (11) 3077 4600 Porto Alegre (51) 3557 1880 Florianópolis (48) 3371 4611  ‼ DISCLAIMER: Este post é de caráter informativo e não constitui uma oferta de compra ou de venda de ativos financeiros.  #AMGCapital #btgpactual #Investimentos #Ações #FIIs #TesouroDireto #LCI #LCA #CDB #ETFs #Debêntures #IR #economia #ibovespa #educaçãofinanceira",NEUTRAL,marcação
2022-09-29 08:59:00,4671,Não vai iniciar ?,NEUTRAL,comentário
2022-09-29 09:06:00,4672,Nossa equipe se fazendo presente no Fórum do Agronegócio promovido pelo  btgpactual. btgpactual #agroforumbtg #agronegocio #btgpactual #agronegócio,NEUTRAL,marcação
2022-09-29 09:03:00,376,"A volatilidade do mercado assusta investidores iniciantes e, às vezes, até os mais experientes. Afinal, ainda estamos vivendo os efeitos da pandemia, da guerra entre Rússia e Ucrânia, do aumento da taxa de juros nos Estados Unidos e da inflação em diversos países. 🌎   Mesmo diante desse cenário, a máxima “risco e retorno andam juntos” prevalece.   Por isso, a primeira regra para qualquer investidor é estudar. Estude o mercado, entenda os fatores de riscos associados ao seu investimento e prepare-se para lidar com esses desafios.   Lembre-se de que quanto maior o prazo, mais diluído será o risco. A diversificação ajuda a equilibrar a carteira e, claro, não se esqueça de alinhar a expectativa com seus objetivos.   Momentos de crise, como os que estamos passando, também guardam excelentes oportunidades para quem quer começar a investir ou já é veterano.   Tem alguma dúvida? Me mande um direct.   #tesouro #dinheiro #tesourodireto #investimento #poupanca #bolsadevalores #amor #selic #mercadofinanceiro #economizar #rendafixa #bitcoin #renda #investimentos #reliquias #poupar",NEGATIVE,marcação
2022-09-29 09:44:00,4673,Link para acesso ao FORUM... Não se encontra em lugar algum,NEGATIVE,comentário
2022-09-29 09:39:00,4674,Não veio nenhum local de transmissão no email.,NEGATIVE,comentário
2022-09-29 09:39:00,4674,Fiz a inscrição porém não sei onde assistir.,POSITIVE,comentário
2022-09-29 09:31:00,308,#5G no agro será pauta da nossa conversa no #AgroForum do btgpactual. Acompanhem 🇧🇷🚜,NEUTRAL,marcação
2022-09-29 09:50:00,4673,@maravbelchior https://www.agroforum.live/evento acesse com teu email cadastrado.,NEUTRAL,resposta
2022-09-29 09:47:00,4675,"Boas críticas de @trading_with_kerry   beneficiando diariamente de suas técnicas quase € 35.000 dentro da semana, o pagamento nos dias da semana parece  melhor @trading_with_kerry",POSITIVE,comentário
2022-09-29 10:14:00,2431,mano esse banco era tão bom e agora tá uma bosta 🤮,NEGATIVE,comentário
2022-09-29 10:13:00,4676,Até o #btg @btgpactual que ganhou um mimo do governo atual diz que o Molusgo vai ganhar.,NEGATIVE,comentário
2022-09-29 10:08:00,4677,Começou o Fintech Fieldtrip em São Paulo / Brasil! 🚀 Uma viagem incrível aos principais hubs de inovação do país.  Agradecemos imensamente os parceiros que estão nos recebendo e compartilhando tanto sobre o mercado de inovação brasileiro.  btgpactual liga_ventures cartaoelo mercadobitcoin abfintechs distrito.me e Klavi.,POSITIVE,marcação
